IF,THEN,Support,Confidence,Lift
"['citrus fruit', 'tropical fruit', 'whole milk']",other vegetables,0.00498220640569395,0.550561797752809,2.845389007303666
"['other vegetables', 'whole milk']",root vegetables,0.023182511438739197,0.30978260869565216,2.84208204899416
"['root vegetables', 'whipped/sour cream', 'whole milk']",other vegetables,0.005185561769191663,0.5483870967741935,2.8341498143847574
"['whipped/sour cream', 'yogurt']",root vegetables,0.006405693950177936,0.3088235294117647,2.8332830333625987
"['citrus fruit', 'whole milk']",tropical fruit,0.009049313675648195,0.2966666666666667,2.8272448320413437
"['onions', 'whole milk']",other vegetables,0.0066090493136756485,0.5462184873949579,2.8229421037989555
"['pork', 'whole milk']",root vegetables,0.00681240467717336,0.3073394495412844,2.81966743119266
"['fruit/vegetable juice', 'other vegetables']",yogurt,0.008235892221657347,0.391304347826087,2.8050133096716947
['onions'],root vegetables,0.00945602440264362,0.30491803278688523,2.79745228774162
"['frozen vegetables', 'whole milk']",root vegetables,0.0062023385866802234,0.3034825870646766,2.784282876661469
"['root vegetables', 'whole milk', 'yogurt']",other vegetables,0.007829181494661922,0.5384615384615384,2.782852985165124
"['fruit/vegetable juice', 'whole milk', 'yogurt']",other vegetables,0.005083884087442806,0.5376344086021505,2.778578249396821
"['pastry', 'root vegetables']",other vegetables,0.005897305541433655,0.5370370370370371,2.7754909402308243
"['citrus fruit', 'yogurt']",tropical fruit,0.00630401626842908,0.29107981220657275,2.7740018924919028
"['root vegetables', 'tropical fruit']",yogurt,0.00813421453990849,0.3864734299516908,2.7703835157251304
"['curd', 'whole milk']",yogurt,0.010066090493136757,0.3852140077821012,2.7613555149686335
"['cream cheese ', 'other vegetables']",yogurt,0.0052872394509405184,0.3851851851851852,2.7611489040060464
"['bottled water', 'tropical fruit']",yogurt,0.0071174377224199285,0.38461538461538464,2.757064364207221
"['citrus fruit', 'whole milk']",root vegetables,0.009150991357397052,0.3,2.752332089552239
"['margarine', 'root vegetables']",other vegetables,0.005897305541433655,0.5321100917431193,2.7500277205956793
"['pip fruit', 'whole milk', 'yogurt']",other vegetables,0.005083884087442806,0.5319148936170213,2.7490189063181316
"['margarine', 'other vegetables']",root vegetables,0.005897305541433655,0.29896907216494845,2.7428739036774887
"['butter', 'whole milk']",root vegetables,0.008235892221657347,0.2988929889298893,2.742175882579722
"['root vegetables', 'tropical fruit', 'yogurt']",whole milk,0.0056939501779359435,0.7,2.7395543175487465
"['other vegetables', 'whipped/sour cream', 'whole milk']",yogurt,0.005592272496187087,0.3819444444444444,2.737918083900227
"['other vegetables', 'yogurt']",root vegetables,0.012913065582104729,0.297423887587822,2.728697700024468
"['pip fruit', 'whole milk']",root vegetables,0.008947635993899338,0.2972972972972973,2.727536304961678
"['other vegetables', 'pip fruit']",citrus fruit,0.005897305541433655,0.22568093385214008,2.726746909626287
"['frozen vegetables', 'root vegetables']",other vegetables,0.006100660904931368,0.5263157894736842,2.720081865198993
"['other vegetables', 'whipped/sour cream']",root vegetables,0.008540925266903915,0.29577464788732394,2.7135668488543203
"['bottled beer', 'soda']",bottled water,0.005083884087442806,0.2994011976047904,2.7089335588253114
"['root vegetables', 'yogurt']",pip fruit,0.0052872394509405184,0.2047244094488189,2.706269579205825
"['citrus fruit', 'whipped/sour cream']",other vegetables,0.0056939501779359435,0.5233644859813084,2.7048290696932047
"['chicken', 'root vegetables']",other vegetables,0.0056939501779359435,0.5233644859813084,2.7048290696932047
"['pip fruit', 'root vegetables']",other vegetables,0.00813421453990849,0.5228758169934641,2.702303552354555
"['bottled beer', 'whole milk']",bottled water,0.006100660904931368,0.29850746268656714,2.7008471899929973
"['other vegetables', 'yogurt']",tropical fruit,0.012302999491611592,0.28337236533957844,2.700549625111196
"['citrus fruit', 'other vegetables']",pip fruit,0.005897305541433655,0.20422535211267606,2.699672497349689
"['newspapers', 'root vegetables']",other vegetables,0.005998983223182512,0.5221238938053098,2.6984174963611256
"['pip fruit', 'yogurt']",root vegetables,0.0052872394509405184,0.2937853107344633,2.695315793911797
"['other vegetables', 'pip fruit', 'whole milk']",yogurt,0.005083884087442806,0.37593984962406013,2.6948749424581857
"['whipped/sour cream', 'whole milk']",root vegetables,0.00945602440264362,0.29337539432176657,2.691555040256133
"['root vegetables', 'whipped/sour cream']",yogurt,0.006405693950177936,0.375,2.6881377551020407
"['rolls/buns', 'soda']",sausage,0.009659379766141332,0.2519893899204244,2.6821597942287596
"['pip fruit', 'whole milk']",tropical fruit,0.008439247585155059,0.28040540540540543,2.6722743819400794
"['root vegetables', 'shopping bags']",other vegetables,0.0066090493136756485,0.5158730158730159,2.6661119869212353
"['chicken', 'rolls/buns']",other vegetables,0.00498220640569395,0.5157894736842106,2.6656802278950136
"['pork', 'root vegetables']",other vegetables,0.007015760040671073,0.5149253731343284,2.6612144218476717
"['curd', 'tropical fruit']",other vegetables,0.0052872394509405184,0.5148514851485149,2.660832557244164
"['whipped/sour cream', 'whole milk', 'yogurt']",other vegetables,0.005592272496187087,0.514018691588785,2.65652855059154
"['butter', 'root vegetables']",other vegetables,0.0066090493136756485,0.5118110236220472,2.6451189791502023
"['other vegetables', 'root vegetables']",citrus fruit,0.010371123538383325,0.21888412017167383,2.6446257025656172
"['other vegetables', 'pip fruit', 'root vegetables']",whole milk,0.005490594814438231,0.675,2.6417130919220058
"['domestic eggs', 'root vegetables']",other vegetables,0.007320793085917641,0.5106382978723404,2.6390581500654062
"['domestic eggs', 'whipped/sour cream']",other vegetables,0.005083884087442806,0.5102040816326531,2.636814052999024
"['other vegetables', 'rolls/buns']",root vegetables,0.012201321809862735,0.2863961813842482,2.6275246678303
"['citrus fruit', 'tropical fruit']",root vegetables,0.0056939501779359435,0.2857142857142857,2.6212686567164183
"['other vegetables', 'shopping bags']",root vegetables,0.0066090493136756485,0.2850877192982456,2.6155202605394083
"['domestic eggs', 'whole milk']",root vegetables,0.008540925266903915,0.2847457627118644,2.6123830002529727
"['butter', 'other vegetables']",tropical fruit,0.005490594814438231,0.27411167512690354,2.612294888442923
"['curd', 'root vegetables']",other vegetables,0.005490594814438231,0.5046728971962616,2.608228031489876
"['tropical fruit', 'whole milk']",root vegetables,0.011997966446365024,0.28365384615384615,2.6023652769804824
"['tropical fruit', 'whole milk', 'yogurt']",other vegetables,0.007625826131164209,0.5033557046979866,2.601420575777561
"['tropical fruit', 'yogurt']",citrus fruit,0.00630401626842908,0.2152777777777778,2.6010527573027575
['grapes'],tropical fruit,0.006100660904931368,0.2727272727272727,2.5991014799154333
"['rolls/buns', 'root vegetables']",other vegetables,0.012201321809862735,0.502092050209205,2.594889812825818
"['bottled water', 'other vegetables']",root vegetables,0.007015760040671073,0.2827868852459016,2.5944113958894057
"['tropical fruit', 'whole milk']",citrus fruit,0.009049313675648195,0.21394230769230768,2.5849171942921947
"['root vegetables', 'whipped/sour cream']",other vegetables,0.008540925266903915,0.5,2.5840777719390435
"['root vegetables', 'yogurt']",other vegetables,0.012913065582104729,0.5,2.5840777719390435
"['other vegetables', 'whipped/sour cream']",tropical fruit,0.007829181494661922,0.2711267605633803,2.583848536958183
"['butter', 'whipped/sour cream']",whole milk,0.006710726995424504,0.66,2.5830083565459607
"['whole milk', 'yogurt']",tropical fruit,0.015149974580579562,0.27041742286751363,2.5770885212228647
['pip fruit'],tropical fruit,0.02043721403152008,0.2701612903225806,2.574647568142035
"['tropical fruit', 'whole milk']",yogurt,0.015149974580579562,0.3581730769230769,2.5675161891679745
"['pork', 'rolls/buns']",other vegetables,0.005592272496187087,0.4954954954954955,2.5607977920116647
"['fruit/vegetable juice', 'soda']",bottled water,0.005185561769191663,0.281767955801105,2.549390842045876
"['tropical fruit', 'yogurt']",root vegetables,0.00813421453990849,0.2777777777777778,2.5484556384742953
"['rolls/buns', 'tropical fruit']",yogurt,0.008744280630401627,0.35537190082644626,2.5474363299038623
"['curd', 'other vegetables']",yogurt,0.006100660904931368,0.35502958579881655,2.544982490037435
"['fruit/vegetable juice', 'whole milk']",yogurt,0.00945602440264362,0.3549618320610687,2.54449680635613
"['pip fruit', 'whipped/sour cream']",whole milk,0.005998983223182512,0.6483516483516484,2.537420796473721
"['whipped/sour cream', 'yogurt']",other vegetables,0.010167768174885612,0.49019607843137253,2.5334095803323953
"['other vegetables', 'whipped/sour cream']",yogurt,0.010167768174885612,0.352112676056338,2.524073009485484
"['rolls/buns', 'root vegetables', 'whole milk']",other vegetables,0.0062023385866802234,0.488,2.5220599054125064
['soft cheese'],yogurt,0.005998983223182512,0.35119047619047616,2.517462342079689
"['butter', 'yogurt']",whole milk,0.009354346720894764,0.6388888888888888,2.500386877127824
"['butter', 'root vegetables']",whole milk,0.008235892221657347,0.6377952755905512,2.4961068585089814
"['fruit/vegetable juice', 'tropical fruit']",other vegetables,0.0066090493136756485,0.48148148148148145,2.488371187793153
"['root vegetables', 'sausage']",yogurt,0.005185561769191663,0.3469387755102041,2.4869845897542686
"['curd', 'tropical fruit']",whole milk,0.006507371631926792,0.6336633663366337,2.479936015885711
"['chicken', 'whole milk']",other vegetables,0.008439247585155059,0.4797687861271676,2.4795197118027814
"['citrus fruit', 'rolls/buns']",yogurt,0.005795627859684799,0.34545454545454546,2.476345083487941
"['bottled water', 'other vegetables']",citrus fruit,0.005083884087442806,0.20491803278688525,2.4758831111290127
"['other vegetables', 'root vegetables']",tropical fruit,0.012302999491611592,0.259656652360515,2.4745379612070404
"['other vegetables', 'shopping bags']",sausage,0.005388917132689374,0.2324561403508772,2.474249069643806
"['shopping bags', 'soda']",sausage,0.0056939501779359435,0.23140495867768596,2.4630603556223396
"['other vegetables', 'tropical fruit']",yogurt,0.012302999491611592,0.34277620396600567,2.45714574781754
"['soda', 'yogurt']",bottled water,0.007422470767666497,0.27137546468401486,2.455361265103299
['herbs'],other vegetables,0.007727503812913066,0.475,2.4548738833420916
"['root vegetables', 'whole milk']",other vegetables,0.023182511438739197,0.47401247401247404,2.4497701954349353
"['other vegetables', 'pip fruit', 'yogurt']",whole milk,0.005083884087442806,0.625,2.4460306406685235
"['frozen vegetables', 'whole milk']",other vegetables,0.009659379766141332,0.472636815920398,2.442660580439892
"['domestic eggs', 'pip fruit']",whole milk,0.005388917132689374,0.6235294117647059,2.440275274455186
"['pip fruit', 'root vegetables']",yogurt,0.0052872394509405184,0.33986928104575165,2.4363078564759237
"['butter', 'tropical fruit']",whole milk,0.0062023385866802234,0.6224489795918368,2.436046842135182
"['domestic eggs', 'margarine']",whole milk,0.005185561769191663,0.6219512195121951,2.434098783884775
"['butter', 'whole milk']",yogurt,0.009354346720894764,0.33948339483394835,2.4335416823555986
"['butter', 'domestic eggs']",whole milk,0.005998983223182512,0.6210526315789474,2.4305820260958804
"['other vegetables', 'tropical fruit', 'yogurt']",whole milk,0.007625826131164209,0.6198347107438017,2.4258155114067996
"['rolls/buns', 'yogurt']",tropical fruit,0.008744280630401627,0.25443786982248523,2.424802761341223
"['sausage', 'yogurt']",root vegetables,0.005185561769191663,0.26424870466321243,2.424333964890573
"['other vegetables', 'root vegetables', 'whole milk']",yogurt,0.007829181494661922,0.33771929824561403,2.4208959899749374
"['whipped/sour cream', 'whole milk']",yogurt,0.010879511947127605,0.33753943217665616,2.419606643919397
"['fruit/vegetable juice', 'other vegetables', 'yogurt']",whole milk,0.005083884087442806,0.6172839506172839,2.415832731524467
"['citrus fruit', 'whole milk']",yogurt,0.010269445856634469,0.33666666666666667,2.4133503401360543
"['napkins', 'whole milk']",tropical fruit,0.00498220640569395,0.25257731958762886,2.4070716454886916
"['frankfurter', 'whole milk']",tropical fruit,0.005185561769191663,0.2524752475247525,2.4060988947731983
"['other vegetables', 'rolls/buns', 'whole milk']",yogurt,0.005998983223182512,0.3352272727272727,2.4030322356215215
"['other vegetables', 'pastry']",root vegetables,0.005897305541433655,0.26126126126126126,2.396925843754202
"['pip fruit', 'tropical fruit']",other vegetables,0.00945602440264362,0.4626865671641791,2.3912361471674735
"['bottled water', 'other vegetables']",tropical fruit,0.0062023385866802234,0.25,2.3825096899224807
"['whole milk', 'yogurt']",root vegetables,0.014539908490086425,0.2595281306715064,2.3810253406289785
"['sausage', 'soda']",shopping bags,0.0056939501779359435,0.23430962343096234,2.3781580458653404
"['domestic eggs', 'tropical fruit']",whole milk,0.006914082358922217,0.6071428571428571,2.376144050935137
"['other vegetables', 'root vegetables', 'whipped/sour cream']",whole milk,0.005185561769191663,0.6071428571428571,2.376144050935137
"['pip fruit', 'tropical fruit']",root vegetables,0.0052872394509405184,0.25870646766169153,2.373487042399941
"['curd', 'whole milk']",tropical fruit,0.006507371631926792,0.2490272373540856,2.373239224202938
"['other vegetables', 'root vegetables', 'yogurt']",whole milk,0.007829181494661922,0.6062992125984252,2.3728423222863158
['onions'],other vegetables,0.014234875444839857,0.45901639344262296,2.3722681185014167
"['sausage', 'whole milk']",root vegetables,0.007727503812913066,0.2585034013605442,2.371624022743426
"['pork', 'whole milk']",other vegetables,0.010167768174885612,0.45871559633027525,2.3707135522376546
"['rolls/buns', 'whipped/sour cream']",other vegetables,0.006710726995424504,0.4583333333333333,2.3687379576107896
"['beef', 'root vegetables']",other vegetables,0.007930859176410779,0.45614035087719296,2.3574042831724613
"['bottled water', 'butter']",whole milk,0.005388917132689374,0.6022727272727273,2.357084071916941
"['root vegetables', 'sausage']",other vegetables,0.00681240467717336,0.4557823129251701,2.3555538873457946
"['bottled water', 'other vegetables']",yogurt,0.00813421453990849,0.32786885245901637,2.3502843760455
['sliced cheese'],yogurt,0.008032536858159633,0.3278008298755187,2.3497967651791
"['whipped/sour cream', 'whole milk']",other vegetables,0.014641586171835282,0.45425867507886436,2.3476794899635474
"['other vegetables', 'soda']",sausage,0.007219115404168785,0.2204968944099379,2.346955580651233
"['citrus fruit', 'tropical fruit']",other vegetables,0.009049313675648195,0.45408163265306123,2.3467645071691314
"['whipped/sour cream', 'whole milk']",tropical fruit,0.007930859176410779,0.24605678233438485,2.3449306727312744
"['root vegetables', 'whole milk']",tropical fruit,0.011997966446365024,0.24532224532224534,2.337930506535158
"['pip fruit', 'yogurt']",other vegetables,0.00813421453990849,0.4519774011299435,2.335889511357328
"['domestic eggs', 'root vegetables']",whole milk,0.008540925266903915,0.5957446808510638,2.3315355894031886
"['oil', 'whole milk']",other vegetables,0.005083884087442806,0.45045045045045046,2.3279979927378767
['chicken'],root vegetables,0.010879511947127605,0.25355450236966826,2.32622064440829
['curd'],yogurt,0.01728520589730554,0.3244274809160305,2.325615360648076
"['frozen vegetables', 'whole milk']",tropical fruit,0.00498220640569395,0.24378109452736318,2.3232432797254043
"['pip fruit', 'whole milk']",other vegetables,0.013523131672597865,0.44932432432432434,2.3221779977560324
"['other vegetables', 'sausage']",root vegetables,0.00681240467717336,0.2528301886792453,2.319575471698113
"['bottled water', 'root vegetables']",other vegetables,0.007015760040671073,0.44805194805194803,2.315602159270052
"['rolls/buns', 'root vegetables']",tropical fruit,0.005897305541433655,0.24267782426778242,2.312729071389186
"['soda', 'whole milk']",pastry,0.008235892221657347,0.20558375634517767,2.310761421319797
"['other vegetables', 'soda']",root vegetables,0.008235892221657347,0.2515527950310559,2.3078560999351074
"['soda', 'yogurt']",tropical fruit,0.0066090493136756485,0.241635687732342,2.3027974698135503
"['sausage', 'whole milk']",tropical fruit,0.007219115404168785,0.24149659863945577,2.3014719453672945
['citrus fruit'],tropical fruit,0.0199288256227758,0.24078624078624078,2.294702207492905
['oil'],root vegetables,0.007015760040671073,0.25,2.2936100746268657
"['curd', 'rolls/buns']",whole milk,0.005897305541433655,0.5858585858585859,2.292844883374131
"['butter', 'other vegetables']",yogurt,0.006405693950177936,0.3197969543147208,2.292422044960116
"['beef', 'yogurt']",other vegetables,0.005185561769191663,0.4434782608695652,2.291964632502456
"['other vegetables', 'sugar']",whole milk,0.00630401626842908,0.5849056603773585,2.289115467493562
"['root vegetables', 'soda']",other vegetables,0.008235892221657347,0.4426229508196721,2.287544257126367
['berries'],yogurt,0.010574478901881037,0.3180428134556575,2.279847718904075
"['curd', 'yogurt']",whole milk,0.010066090493136757,0.5823529411764706,2.2791250204817306
"['pip fruit', 'whole milk']",yogurt,0.009557702084392475,0.31756756756756754,2.276440981798124
"['fruit/vegetable juice', 'yogurt']",other vegetables,0.008235892221657347,0.44021739130434784,2.2751119513811147
"['soda', 'tropical fruit']",yogurt,0.0066090493136756485,0.3170731707317073,2.272896963663514
"['frankfurter', 'whole milk']",root vegetables,0.005083884087442806,0.24752475247524752,2.2709010639869955
"['citrus fruit', 'whipped/sour cream']",whole milk,0.00630401626842908,0.5794392523364486,2.267721864993622
"['citrus fruit', 'tropical fruit']",yogurt,0.00630401626842908,0.3163265306122449,2.2675447730112452
"['butter', 'yogurt']",other vegetables,0.006405693950177936,0.4375,2.261068050446663
['hard cheese'],sausage,0.005185561769191663,0.21161825726141079,2.2524519049415317
"['pip fruit', 'root vegetables']",whole milk,0.008947635993899338,0.5751633986928104,2.2509876745498567
"['soda', 'tropical fruit']",bottled water,0.005185561769191663,0.24878048780487805,2.250925572733188
"['beef', 'whole milk']",other vegetables,0.009252669039145907,0.4354066985645933,2.2502495430282576
"['pip fruit', 'tropical fruit']",yogurt,0.006405693950177936,0.31343283582089554,2.2468017057569294
['root vegetables'],other vegetables,0.047381799694966954,0.43470149253731344,2.2466049285887952
['other vegetables'],root vegetables,0.047381799694966954,0.24487651077246453,2.2466049285887952
"['curd', 'other vegetables']",whole milk,0.009862735129639044,0.5739644970414202,2.2462955942707388
"['butter', 'other vegetables']",whole milk,0.011489578037620742,0.5736040609137056,2.2448849737709087
"['tropical fruit', 'whipped/sour cream']",whole milk,0.007930859176410779,0.5735294117647058,2.244592823201704
['cream cheese '],yogurt,0.012404677173360447,0.3128205128205128,2.242412349555207
"['fruit/vegetable juice', 'whole milk']",root vegetables,0.006507371631926792,0.24427480916030533,2.2410846530705255
"['domestic eggs', 'whipped/sour cream']",whole milk,0.0056939501779359435,0.5714285714285714,2.236370871468364
